I 12/13,#,Level,Unit,Square,Bag,Flake portion,L(max),L(tech),W(mid length),T(mid length),T(bulb),P(w),P(t),EPA,EPA angle,Length Profile,MASS,Edge profile,Rock,P(morph),P(prep),P(prep on dorsal),P(abr),Cone,Cort,Dorsal scar pattern,Frac initiation point,Type,Termination,Twisted,Photo,Notes
,712,bas,96,i13,88,complete,9.01,9.03,4.5,0.86,1.14,2.51,0.98,NA,#VALUE!,0.1,0.05,Converging,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,Hinged bulb,0,NA,Non-expressed, B1,Feather,no,no,
,713,bas,96,i13,88,complete,12.48,12.06,5.12,0.95,0.99,2.6,0.61,NA,#VALUE!,0.2,0.08,Converging,Chert,Missing,Reduced to an edge,short hinged removals (A2),Slight,Eraillure scar,0,UnidirectioNAl-convergent,Expressed and centered on the platform, B1,Feather,yes,yes,
,714,bas,96,i13,88,proximal,,,,,0.87,2.29,0.66,NA,#VALUE!,0,0,Broken,Chalcedony,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,no,
,715,bas,96,i13,88,proximal,,,,,0.72,1.03,0.42,NA,#VALUE!,0.5,0.02,Broken,Chalcedony,Punctiform (D1),None (plain),short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,no,
,716,bas,96,i13,88,complete,13.39,13.39,5.63,1.38,1.83,3.58,1.62,1.42,38.55494617,0.2,0.15,Converging,Chert,Quadrangular or wide trapezoidal (D5),Cortical,small removals following scar ridges (A3),Slight,Hertzian cone present,41-60%,Unidirectional-parallel A,Expressed and lateralized on the platform,A3,Feather,no,yes,
,717,bas,96,i13,88,complete,14.85,14.86,4.32,2.34,1.22,2.62,0.89,NA,#VALUE!,0.5,0.14,Converging,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,High,none,0,NA,Non-expressed, B7,Feather,yes,no,
,718,bas,96,i13,88,complete,11.86,10.03,3.6,0.86,0.87,2.55,0.83,NA,#VALUE!,0.8,0.01,Expanding,Chert,Oval/triangular (D3),None (plain),small removals following scar ridges (A3),Slight,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B3,Plunge,no,no,
,719,bas,96,i13,88,complete,10.26,10.26,3.97,0.92,1.02,1.88,0.97,1.55,41.79105214,0.3,0,Converging,Chert,Oval/triangular (D3),None (plain),None (A1);,Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Feather,yes,no,
,720,bas,96,i13,89,complete,68.25,68.26,28.23,7.76,9.97,19.17,9.81,3.36,79.22137648,5,26.13,Paralell,Dyke material,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Axial,no,yes,
,721,bas,96,i13,90,complete,19.37,19.37,5.82,1.64,1.23,3.36,0.66,NA,#VALUE!,1.8,0.28,Paralell,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,Bidirectional/opposed,Expressed and centered on the platform, B3,Axial,no,yes,bipolar
,722,bas,96,i13,90,proximal,,,,,6.91,8.27,5.51,2.68,66.85748618,0.5,2.54,Broken,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),small removals following scar ridges (A3),Slight,Hertzian cone present,11-40%,Bidirectional/opposed,Expressed and centered on the platform, B7,Broken,no,yes,
,723,bas,96,i13,90,proximal,,,,,2.66,3.78,1.76,NA,#VALUE!,1.5,3.09,Broken,Agate,Broken / fissured,Absent (broken platform),None (A1);,Slight,none,0,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,
,724,bas,96,i13,90,proximal,,,,,4.58,8.36,2.94,7,119.7725337,2,1.62,Paralell,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,11-40%,Bidirectional/opposed,Expressed and lateralized on the platform,Other,Broken,no,yes,
,725,bas,96,i13,90,complete,23.9,23.9,7.26,4.59,2.02,2.76,0.86,NA,#VALUE!,2,1.39,Paralell,Chert,Missing,Reduced to an edge,short hinged removals (A2),Slight,Eraillure scar,11-40%,Orthogonal/crossed,Expressed and centered on the platform, B9,Plunge,no,yes,
,726,bas,96,i13,90,complete,21.88,18.99,8.65,3.33,3.33,5.9,2.96,NA,#VALUE!,1,0.71,Paralell,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),short hinged removals (A2),Slight,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B7,Feather,yes,yes,opposite bulb of percussion from bipolar percussion; crushed lateral edges
,727,bas,96,i13,90,complete,19.11,19.11,10.91,5.27,3.99,7.76,2.05,3.41,80.05389896,2,1.32,Paralell,Agate,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hertzian cone present,61-90%,NA,Expressed and centered on the platform,A3,Axial,no,yes,"possible opposing ripple bulge, bipolar splitting of cobble"
,728,bas,96,i13,90,complete,18.06,18.06,9.65,6.51,4.86,6.79,4.67,3.2,76.48875572,1.5,1.36,Paralell,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,Hertzian cone present,41-60%,Unidirectional-parallel A,Expressed and centered on the platform, B9,Axial,no,yes,
,729,bas,96,i13,90,proximal,,,,,5.47,2.14,1,5.69,108.9818163,0.3,0.95,Paralell,Chert,Narrow linear (D2),None (plain),None (A1);,None,Eraillure scar,11-40%,Bidirectional/opposed,Expressed and centered on the platform, B7,Broken,no,yes,bipolar flake scars on distal
,730,bas,96,i13,90,proximal,,,,,1.36,2.37,1.04,NA,#VALUE!,0.2,0.21,Broken,Chert,Punctiform (D1),Faceted (bulb negatives are present),small removals following scar ridges (A3),Very high,Eraillure scar,0,UnidirectioNAl-convergent,Expressed and centered on the platform, B1,Broken,no,yes,
,731,bas,96,i13,90,complete,14.42,14.47,8.84,2.84,3.43,6,2.93,3.1,74.72685557,0.5,0.42,Ovoid,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,Slight,Eraillure scar,0,Unidirectional-parallel A,Expressed and lateralized on the platform, B1,Feather,no,yes,great erraileur scar
,732,bas,96,i13,90,complete,18.5,18.51,4.27,2.66,3.18,0.99,0.84,4.36,94.0811083,1,0.29,Paralell,Chalcedony,Punctiform (D1),Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,Sub-centripetal,Expressed and centered on the platform,A1,Broken,no,yes,
,733,bas,96,i13,90,proximal,,,,,1.19,1.22,0.42,NA,#VALUE!,0.3,0.06,Broken,Chalcedony,Punctiform (D1),Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,no,
,734,bas,96,i13,90,complete,9.78,9.79,2.94,0.95,0.53,1.55,0.43,NA,#VALUE!,0.5,0,Expanding,Chalcedony,Punctiform (D1),Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform,"Plunging, no cortex",Plunge,no,yes,
,735,bas,96,i13,90,complete,17.11,16.59,7.36,1.83,1.42,1.99,0.98,NA,#VALUE!,0.4,0.26,Paralell,Chert,Missing,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B1,Feather,no,no,
,736,bas,96,i13,90,complete,9.17,9.17,2.95,0.56,0.73,1.8,0.71,NA,#VALUE!,0,0,Paralell,Chert,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone present,1,NA,Expressed and centered on the platform,A2,Feather,no,no,
,737,bas,96,i13,90,proximal but nearly complete,18.08,18.08,5.86,2.27,0.93,1.8,0.84,NA,#VALUE!,0.4,0.2,Broken,Chalcedony,Punctiform (D1),Faceted (bulb negatives are present),short hinged removals (A2),Very high,Sheared bulb,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,no,yes,
,738,bas,96,i13,90,proximal,,,,,1.16,2.07,0.72,NA,#VALUE!,0,0.07,Broken,Chalcedony,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,no,
,739,bas,96,i13,90,proximal,,,,,0.85,2.4,0.67,NA,#VALUE!,0,0,Broken,Chert,Missing,Reduced to an edge,short hinged removals (A2),Very high,Eraillure scar,0,NA,Expressed and centered on the platform, B1,Broken,no,no,
,740,bas,96,i13,90,complete,16.3,15.68,8.62,3.07,1.88,1.78,1.09,"1,71",#VALUE!,0.4,0.48,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,None,lipped,0,NA,Expressed and centered on the platform, B1,Bipolar ,yes,no,
,741,bas,96,i13,90,proximal,,,,,1.77,3,0.92,NA,#VALUE!,0.3,0.17,Broken,Chert,Lunate (D4),Cortical,short hinged removals (A2),Slight,none,0,NA,Non-expressed, B1,Bipolar ,yes,no,
,742,bas,96,i13,90,proximal,,,,,2.02,2.79,0.61,NA,#VALUE!,0.2,0.16,Broken,Hornfels,Narrow linear (D2),Cortical,None (A1);,Slight,lipped,11-40%,UnidirectioNAl-convergent,Non-expressed, B7,Broken,yes,yes,
,743,bas,96,i13,90,proximal,,,,,1.42,2.86,0.63,NA,#VALUE!,0.3,0.13,Broken,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),Very high,none,0,NA,Non-expressed, B1,Broken,no,no,
,744,bas,96,i13,90,proximal,,,,,1.04,1.93,0.84,NA,#VALUE!,0,0.15,Ovoid,Chert,Crushed,Reduced to an edge,short hinged removals (A2),High,Eraillure scar,0,NA,Expressed and centered on the platform, B1,Bipolar ,no,no,
,745,bas,96,i13,90,proximal,,,,,1.25,2.88,0.57,NA,#VALUE!,0.3,0.11,Broken,Chalcedony,Missing,Reduced to an edge,short hinged removals (A2),High,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B1,Broken,no,no,
,746,bas,96,i13,90,proximal,,,,,1.41,2.98,0.71,1.15,31.62967868,0,0,Broken,Chalcedony,Narrow linear (D2),Faceted (bulb negatives are present),short hinged removals (A2),High,none,0,NA,Non-expressed, B1,Broken,no,no,
,747,bas,96,i13,90,complete,11.16,11.16,5.04,1.01,1.25,3.49,1.27,NA,#VALUE!,0.2,0.07,Converging,Agate,Oval/triangular (D3),Dihedral,None (A1);,High,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Feather,yes,yes,
,748,bas,96,i13,90,complete,13.11,13.12,3.67,1.2,0.73,2.02,0.59,NA,#VALUE!,0.5,0.08,Paralell,Chalcedony,Narrow linear (D2),None (plain),short hinged removals (A2),High,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Axial,no,no,
,749,bas,96,i13,90,proximal,,,,,1.18,1.54,0.4,NA,#VALUE!,0,0.1,Broken,Chalcedony,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,none,0,NA,Non-expressed, B1,Broken,no,no,
,750,bas,96,i12,91,proximal,,,,,2.32,5.46,1.93,2.64,66.06757437,2.5,1.42,Broken,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hertzian cone present,0,Bidirectional/opposed,Expressed and centered on the platform, B1,Broken,no,yes,
,751,bas,96,i12,91,proximal,,,,,2.48,6.1,2.21,2.13,55.36575152,0,0.31,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,High,Hertzian cone present,0,Unidirectional-parallel A,Expressed and lateralized on the platform, B1,Broken,no,yes,
,752,bas,96,i12,91,proximal,,,,,2.78,2.66,0.72,NA,#VALUE!,0,0.41,Broken,Chert,Crushed,Reduced to an edge,None (A1);,None,crushed,0,Sub-centripetal,Expressed and centered on the platform, B1,Broken,no,yes,
,753,bas,96,i12,91,proximal,,,,,3.32,4.07,2.03,3.02,73.28686659,0,0.61,Broken,Agate,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,lipped,11-40%,NA,Non-expressed, B7,Bipolar ,no,yes,
,754,bas,96,i12,91,proximal,,,,,3.26,7.94,2.09,2.77,68.6087785,0.4,0.78,Broken,Chert,Chapeau de gendarme,Cortical,None (A1);,Slight,Hertzian cone present,1-9%,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,yes,
,755,bas,96,i12,91,proximal,,,,,1.59,1.42,0.7,NA,#VALUE!,0,0.28,Broken,Agate,Crushed,Reduced to an edge,None (A1);,None,Eraillure scar,0,Bidirectional/opposed,Expressed and centered on the platform, B1,Broken,no,yes,bipolar
,756,bas,96,i12,91,complete,14.16,14.16,6.17,2.11,1.03,4.69,0.44,NA,#VALUE!,0.3,0.22,Converging,Chalcedony,Missing,Reduced to an edge,None (A1);,Very high,Eraillure scar,0,Bidirectional/opposed,Non-expressed, B7,Bipolar ,no,yes,bipolar
,757,bas,96,i12,91,proximal,,,,,2.38,6.47,1.03,NA,#VALUE!,0.4,0.41,Broken,Hornfels,Oval/triangular (D3),"Residual faceting (ridges, but no bulb negatives)",small removals following scar ridges (A3),High,Hertzian cone present,41-60%,NA,Expressed and centered on the platform, B1,Broken,yes,no,
,758,bas,96,i12,91,proximal,,,,,1.95,4.16,1.46,NA,#VALUE!,0,0.17,Broken,Chalcedony,Missing,Reduced to an edge,short hinged removals (A2),Very high,none,0,NA,Non-expressed, B1,Broken,no,no,
,759,bas,96,i12,91,complete,11.7,11.7,3.6,0.95,1.01,1.33,0.83,NA,#VALUE!,0,0.02,Converging,Chert,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Feather,no,no,
,760,bas,96,i12,91,proximal,,,,,1.15,2,0.6,NA,#VALUE!,0.5,0.1,Broken,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,no,
,761,bas,96,i12,91,proximal,,,,,2.14,5.49,2.12,2.06,53.80548683,0.1,0.33,Broken,Sandstone,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),None (A1);,None,none,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,
,762,bas,96,i12,91,proximal,,,,,2.07,4.18,1.99,2.78,68.80115257,0.3,0.13,Broken,Sandstone,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,yes,
,763,bas,96,i12,91,proximal,,,,,2.92,4.82,2.34,2.54,64.06149309,0,0.11,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,Slight,none,0,NA,Non-expressed, B1,Broken,no,no,
,764,bas,96,i12,91,proximal but nearly complete,10.77,10.27,6.15,2.26,1.83,1.63,0.34,NA,#VALUE!,2,0.2,Paralell,Chert,Narrow linear (D2),None (plain),None (A1);,High,Eraillure scar,0,NA,Expressed and centered on the platform, B1,Axial,no,no,
,765,bas,96,i12,91,proximal,,,,,1.09,1.47,0.62,NA,#VALUE!,0.2,0.07,Broken,Chert,Oval/triangular (D3),None (plain),None (A1);,High,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,no,
,766,bas,96,i12,91,proximal,,,,,0.99,3.04,0.44,NA,#VALUE!,0,0.06,Broken,Chert,Chapeau de gendarme,None (plain),None (A1);,Slight,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,yes,
,767,bas,96,i12,91,proximal,,,,,1.33,2.07,0.63,NA,#VALUE!,0,0.07,Broken,Chalcedony,Narrow linear (D2),Cortical,None (A1);,Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,edge utilization?
,768,bas,96,i12,91,proximal,,,,,1.28,2.14,0.62,NA,#VALUE!,0,0.12,Broken,Chalcedony,Punctiform (D1),Reduced to an edge,short hinged removals (A2),High,none,0,NA,Non-expressed, B7,Broken,no,yes,mastic on the NAturally backed edge
,769,bas,96,i12,91,proximal,,,,,2.09,3.98,1.38,NA,#VALUE!,0,0.13,Broken,Chert,Oval/triangular (D3),"Residual faceting (ridges, but no bulb negatives)",None (A1);,None,Hertzian cone present,0,NA,Non-expressed, B7,Broken,no,no,
,770,bas,96,i12,91,proximal,,,,,2.47,6.94,2.28,2.46,62.42429417,0.3,0.25,Broken,Chert,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),None (A1);,High,Hertzian cone present,11-40%,Unidirectional-parallel A,Expressed and centered on the platform, B7,Broken,no,yes,
,771,bas,96,i12,91,proximal,,,,,1.82,2.58,1.1,0,0,0,0.18,Broken,Chert,Narrow linear (D2),None (plain),None (A1);,Slight,Eraillure scar,0,NA,Expressed and lateralized on the platform, B1,Broken,yes,no,
,772,bas,96,i12,91,proximal,,,,,2.29,3.31,1.17,2.08,54.25351302,0.3,0.13,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Eraillure scar,0,Bidirectional/opposed,Non-expressed, B7,Broken,no,yes,good erailleur
,773,bas,96,i13,92,complete,43.99,43.99,27.01,4.19,6.39,12.44,4.9,2.7,67.24976928,2,7.07,Paralell,Dyke material,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hertzian cone present,0,Bidirectional/opposed,Expressed and lateralized on the platform, B1,Feather,no,yes,
,774,bas,96,i13,92,proximal,,,,,3.88,7.89,2.91,2.9,71.07535558,0,1.47,Broken,Dyke material,Chapeau de gendarme,Cortical,None (A1);,None,Hertzian cone present,11-40%,Unidirectional-parallel A,Expressed and centered on the platform, B7,Broken,no,yes,
,775,bas,96,i13,92,proximal,,,,,3.28,8.22,3.15,2.61,65.47045254,1,0.73,Broken,Dyke material,Oval/triangular (D3),None (plain),small removals following scar ridges (A3),None,Hertzian cone present,0,Bidirectional/opposed,Expressed and centered on the platform, B7,Broken,no,yes,
,776,bas,96,i13,93,proximal,,,,,4.74,NA,4.59,2.84,69.94614636,0.4,1.47,Broken,Dyke material,Broken / fissured,Cortical,short hinged removals (A2),None,Hertzian cone present,11-40%,Bidirectional/opposed,Expressed and centered on the platform, B1,Broken,no,yes,
,777,bas,96,i13,94,proximal,,,,,2.59,4.02,1.41,NA,#VALUE!,3,2.89,Broken,Dyke material,Narrow linear (D2),None (plain),None (A1);,None,none,0,Bidirectional/opposed,Non-expressed, B7,Broken,yes,yes,
,778,bas,96,i13,94,proximal,,,,,2.43,4.36,1.89,3.12,75.08260366,0.3,0.23,Broken,Dyke material,Broken / fissured,Absent (broken platform),None (A1);,None,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,
,779,bas,96,i13,95,complete,22.84,22.85,8.61,4.43,5.59,3.81,1.46,7.1,120.4754811,1,1.14,Paralell,Agate,Narrow linear (D2),Cortical,None (A1);,None,none,0,Unidirectional-parallel A,Non-expressed,A1,Feather,no,yes,mitchell's lame a crete
,780,bas,96,i13,95,complete,30.44,30.44,12.71,6.25,2.08,2.74,1.52,1.78,47.34756316,5,1.89,Converging,Chert,Oval/triangular (D3),None (plain),None (A1);,None,Eraillure scar,41-60%,NA,Expressed and centered on the platform,A1,Axial,yes,yes,mitchell's lame a crete
,781,bas,96,i13,96,complete,46.55,37.18,19.58,7.04,7.54,13,4.86,3.09,74.54834638,5,6.59,Converging,Tuff,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,Hertzian cone present,0,Bidirectional/opposed,Expressed and lateralized on the platform, B7,Feather,no,yes,
06.24.13,782,bas,96,i13,97,complete,20.27,17.62,14.35,4.75,5.03,11.41,3.71,3.95,88.42643206,0.4,1.72,Other,Dyke material,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B1,Axial,no,yes,
,783,bas,96,i13,97,complete,36.95,35.9,27.87,7.07,9.54,26.92,6.49,2.41,61.38640184,4,11.6,Paralell,Dyke material,Quadrangular or wide trapezoidal (D5),Dihedral,None (A1);,High,Hertzian cone present,0,Sub-centripetal,Expressed and centered on the platform,A1,Feather,no,yes,
,784,bas,96,i13,97,complete,34.13,34.15,17.84,8.2,7.74,14.6,7.28,4.66,97.87233223,0,5.43,Converging,Dyke material,Oval/triangular (D3),Faceted (bulb negatives are present),short hinged removals (A2),None,Eraillure scar,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Feather,no,yes,pics after are of small bladelet core
,785,bas,96,i13,98,complete,30.44,30.44,15.26,8.78,7.95,12.28,6.33,3.53,82.01118566,3,4.86,Paralell,Dyke material,Oval/triangular (D3),None (plain),small removals following scar ridges (A3),High,lipped,0,Bidirectional/opposed,Non-expressed, B7,Feather,no,yes,bladelet removals on lateral
,786,bas,96,i13,98,complete,31.35,26.83,38.49,6.09,8.06,8.53,4.17,4.1,90.56171883,4,6.89,Expanding,Dyke material,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Eraillure scar,0,Centripetal,Expressed and lateralized on the platform, B1,Feather,no,yes,prepared core fragment?
,787,bas,96,i13,98,complete,27.48,28.86,17.39,5.65,7.79,19.58,7.76,4.75,98.95653792,4,4.32,Other,Hornfels,Oval/triangular (D3),None (plain),small removals following scar ridges (A3),Slight,Hertzian cone present,0,NA,Non-expressed, B1,Axial,no,no,
,788,bas,96,i13,99,proximal but nearly complete,45.52,45.52,16.62,6.37,4.41,5.48,2.04,NA,#VALUE!,3,5.93,Other,Hornfels,Oval/triangular (D3),None (plain),short hinged removals (A2),Slight,Sheared bulb,0,Orthogonal/crossed,Expressed and centered on the platform,Other,Broken,no,yes,"backed, photos afterwards are of two utilized pieces"
,789,bas,96,i13,100,complete,45.63,43.05,37.07,17.4,13.53,19.35,2.32,8.65,129.7126442,0,29.95,Paralell,Dyke material,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hinged bulb,0,Centripetal,Expressed and lateralized on the platform, B1,Feather,no,yes,
,780a,bas,96,i13,101,complete,45.36,40.22,16.78,5.58,4.4,6.16,3.71,4.71,98.47760255,2,5.51,Expanding,Tuff,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,1-9%,Bidirectional/opposed,Expressed and lateralized on the platform, B4,Plunge,no,yes,"bladelet removal on lateral, utilized"
,781a,bas,96,i13,103,complete,43.12,39.93,51.84,9.18,8.33,20.26,6.77,4,89.14697686,2,20.05,Ovoid,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,Eraillure scar,0,Sub-centripetal,Expressed and centered on the platform,Core mainteNAnce flake,Feather,no,yes,"utilized, incipient chapeau flake, core rejuveNAtion?"
,782a,bas,96,i13,103,complete,19.97,18.32,20.32,5.36,5.21,10.53,2.94,2.55,64.264119,1,2.59,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hertzian cone present,11-40%,NA,Expressed and lateralized on the platform, B6,Axial,no,yes,utilized
